date,day_of_week,day_of_year,price,demand,revenue,seasonal
2020-01-01,2,1,52.425337243220355,205,10747.194134860172,1.162718191202265
2020-01-02,3,2,52.54481429976182,246,12926.024317741407,1.2892204390915691
2020-01-03,4,3,52.686112026931774,227,11959.747430113513,1.3217331101885734
2020-01-04,5,4,52.736002162347454,207,10916.352447605923,1.237054275473546
2020-01-05,6,5,52.86561049089702,169,8934.288172961597,1.1001926299574905
2020-01-06,0,6,52.88428692023175,185,9783.593080242874,1.0154142977431946
2020-01-07,1,7,52.86614218153767,174,9198.708739587555,1.0477280033249172
2020-01-08,2,8,52.99005433753025,181,9591.199835092975,1.1739318766407036
2020-01-09,3,9,53.04131464358995,218,11563.006592302609,1.3000846462248785
2020-01-10,4,10,52.96399273963592,225,11916.898366418081,1.3322450557549057
2020-01-11,5,11,53.068845588815535,219,11622.077183950601,1.247211280593759
2020-01-12,6,12,53.04692801564273,180,9548.447042815691,1.1099921209289547
2020-01-13,0,13,53.012150533430955,161,8534.956235882384,1.0248538068024395
2020-01-14,1,14,53.10602669820413,188,9983.933019262377,1.0568051693788825
2020-01-15,2,15,53.09668831085904,207,10991.01448034782,1.1826444459663799
2020-01-16,3,16,53.13757717649008,194,10308.689972239075,1.3084304731371372
2020-01-17,4,17,53.20716289373511,231,12290.854628452811,1.34022210324231
2020-01-18,5,18,53.124856808641745,224,11899.96792513575,1.2548176209221737
2020-01-19,6,19,53.16531382801332,199,10579.89745177465,1.1172259362127772
2020-01-20,0,20,53.3071757987917,177,9435.37011638613,1.0317133895432775
2020-01-21,1,21,53.206628175080915,178,9470.779815164404,1.0632889229715217
2020-01-22,2,22,53.25392438379486,225,11982.132986353843,1.1887508851718955
2020-01-23,3,23,53.166727442213855,219,11643.513309844835,1.314158224522999
2020-01-24,4,24,53.2741008221005,241,12839.058298126221,1.3455699055893622
2020-01-25,5,25,53.38047635473815,203,10836.236700011845,1.2597843255983607
2020-01-26,6,26,53.343228583528365,176,9388.408230700992,1.1218105075135074
2020-01-27,0,27,53.57551352056488,170,9107.83729849603,1.0359149049983258
2020-01-28,1,28,53.691846366810836,181,9718.224192392761,1.0671065736183778
2020-01-29,2,29,53.76616154852195,201,10806.998471252911,1.1921839757954757
2020-01-30,3,30,53.83455634910867,217,11682.09872775658,1.3172061738616543
2020-01-31,4,31,53.93799065239166,212,11434.854018307033,1.3482322465071175
2020-02-01,5,32,53.833324769439656,186,10012.998407115776,1.2620607052233384
2020-02-02,6,33,53.85378269286065,180,9693.680884714917,1.1237006873424913
2020-02-03,0,34,53.89406518759211,174,9377.567342641027,1.037418760967434
2020-02-04,1,35,53.85200129591596,185,9962.620239744452,1.0682240961398255
2020-02-05,2,36,53.90086242006486,184,9917.758685291934,1.1929152697604157
2020-02-06,3,37,54.03034301525034,229,12372.948550492327,1.3175514586090973
2020-02-07,4,38,53.98600497415075,234,12632.725163951276,1.348191855758935
2020-02-08,5,39,53.98028367560927,217,11713.721557607212,1.2616350869853765
2020-02-09,6,40,53.89402049125405,192,10347.651934320776,1.1228904037718135
2020-02-10,0,41,53.706165111474604,178,9559.69738984248,1.0362244882057445
2020-02-11,1,42,53.788049554966285,193,10381.093564108493,1.0666466241131123
2020-02-12,2,43,53.78534431627922,180,9681.36197693026,1.19095550194488
2020-02-13,3,44,53.790346053519826,231,12425.56993836308,1.3152104117634327
2020-02-14,4,45,53.686612492887605,226,12133.174423392598,1.3454706596230408
2020-02-15,5,46,53.667111625391385,175,9391.744534443493,1.2585349839455897
2020-02-16,6,47,53.78238991843047,180,9680.830185317483,1.1194127484927658
2020-02-17,0,48,53.78247626061376,195,10487.582870819684,1.0323707472289434
2020-02-18,1,49,53.78554417313185,172,9251.113597778678,1.0624183754223744
2020-02-19,2,50,53.80736036967194,169,9093.443902474557,1.1863544344987405
2020-02-20,3,51,53.67738697139743,240,12882.572873135383,1.310238324994669
2020-02-21,4,52,53.74308109177052,230,12360.90865110722,1.340129462905464
2020-02-22,5,53,53.61112968228708,216,11580.004011374009,1.2528266960282537
2020-02-23,6,54,53.51235356172966,174,9311.14951974096,1.1133394969017714
2020-02-24,0,55,53.402055939405216,167,8918.143341880672,1.0259347676370025
2020-02-25,1,56,53.383635595199124,188,10036.123491897435,1.0556220109863343
2020-02-26,2,57,53.346584367623635,194,10349.237367318985,1.179200135165256
2020-02-27,3,58,53.34645558673277,244,13016.535163162796,1.3027286467742296
2020-02-28,4,59,53.25129146498449,215,11449.027664971665,1.3322670671149934
2020-02-29,5,60,53.35699312527763,230,12272.108418813856,1.2446143485025043
2020-03-01,6,61,53.44466941472846,197,10528.599874701506,1.104780067173746
2020-03-02,0,62,53.42639744814343,150,8013.959617221515,1.0170312280876506
2020-03-03,1,63,53.37610963958663,178,9500.947515846421,1.0463774359637743
2020-03-04,2,64,53.315205279602935,207,11036.247492877808,1.1696177000737757
2020-03-05,3,65,53.282601606326516,219,11668.889751785508,1.2928116271333474
2020-03-06,4,66,53.135402268341075,223,11849.19470584006,1.3220188375888497
2020-03-07,5,67,53.03452453765275,208,11031.181103831772,1.2340383818998784
2020-03-08,6,68,53.12494380828357,179,9509.36494168276,1.093879933418983
2020-03-09,0,69,53.156671535137335,190,10099.767591676093,1.005810593162823
2020-03-10,1,70,53.32847295783298,179,9545.796659452104,1.0348400608223653
2020-03-11,2,71,53.29702037572159,203,10819.295136271483,1.1577674395262312
2020-03-12,3,72,53.25901666993459,228,12143.055800745085,1.280652428704812
2020-03-13,4,73,53.21613671546308,221,11760.76621411734,1.3095547403494296
2020-03-14,5,74,53.18258487777528,218,11593.80350335501,1.221273515267778
2020-03-15,6,75,53.11320789162932,192,10197.73591519283,1.080818515936867
2020-03-16,0,76,53.141695248689906,162,8608.954630287764,0.9924569312477752
2020-03-17,1,77,53.14475478378345,196,10416.371937621556,1.0211985474898007
2020-03-18,2,78,53.09115054678368,205,10883.685862090655,1.1438425530881546
2020-03-19,3,79,53.22267628808675,215,11442.875401938652,1.2664487314427912
2020-03-20,4,80,53.42205261509874,233,12447.338259318007,1.2950768771626997
2020-03-21,5,81,53.5446878427313,194,10387.669441489872,1.206526212296853
2020-03-22,6,82,53.603360054964384,200,10720.672010992877,1.0658065791630873
2020-03-23,0,83,53.68344031312272,162,8696.717330725882,0.9771852450691829
2020-03-24,1,84,53.87859408307604,149,8027.9105183783295,1.0056720732737974
2020-03-25,2,85,53.958521868323444,175,9442.741326956602,1.1280663277013308
2020-03-26,3,86,53.897004808074016,190,10240.430913534063,1.2504278657584058
2020-03-27,4,87,53.93824205355589,223,12028.227977942963,1.2788165545462062
2020-03-28,5,88,54.004075337247144,212,11448.863971496394,1.190031687069965
2020-03-29,6,89,53.89950670797114,167,9001.21762023118,1.0490831750468048
2020-03-30,0,90,53.869553649024944,168,9050.08501303619,0.9602383536062592
2020-03-31,1,91,53.98523120656964,158,8529.666530638002,0.9885071522311122
2020-04-01,2,92,53.79353841025856,197,10597.327066820937,1.1106888994526332
2020-04-02,3,93,53.66208839689752,203,10893.403944570196,1.2328435156479172
2020-04-03,4,94,53.64354378701286,196,10514.13458225452,1.2610309292335609
2020-04-04,5,95,53.68072399034327,167,8964.680906387326,1.1720504928569804
2020-04-05,6,96,53.538004277381084,157,8405.466671548831,1.0309121761865863
2020-04-06,0,97,53.52467568784142,182,9741.490975187138,0.941883370595131
2020-04-07,1,98,53.64596441759752,172,9227.105879826773,0.9699740600838639
2020-04-08,2,99,53.65318133133918,183,9818.532183635069,1.0919836259616424
2020-04-09,3,100,53.751902089656085,196,10535.372809572593,1.213972039626605
2020-04-10,4,101,53.689656702289135,195,10469.483056946381,1.2419992787447456
2020-04-11,5,102,53.604515026606414,205,10988.925580454315,1.1528647434266341
2020-04-12,6,103,53.69375201401794,176,9450.100354467157,1.0115784490035244
2020-04-13,0,104,53.73257067315432,152,8167.350742319457,0.9224078306971661
2020-04-14,1,105,53.60793611352206,165,8845.309458731139,0.9503629145309815
2020-04-15,2,106,53.523748536753125,174,9313.132245395043,1.0722431219967046
2020-04-16,3,107,53.688223528832545,198,10630.268258708844,1.1941084628241652
2020-04-17,4,108,53.59103061330428,188,10075.113755301203,1.2220189511484998
2020-04-18,5,109,53.68925096082261,192,10308.336184477941,1.1327740216760536
2020-04-19,6,110,53.63898207661508,167,8957.710006794718,0.9913837224502511
2020-04-20,0,111,53.63864821794228,131,7026.662916550439,0.9021155195117088
2020-04-21,1,112,53.66961696390754,161,8640.808331189115,0.929979467800284
2020-04-22,2,113,53.44875347731584,172,9193.185598098324,1.051775015813139
2020-04-23,3,114,53.29498682343711,177,9433.212667748368,1.173562198366527
2020-04-24,4,115,53.30406249314897,210,11193.853123561283,1.201401052755567
2020-04-25,5,116,53.22792040625043,184,9793.93735475008,1.1120910349132838
2020-04-26,6,117,53.33268498883996,174,9279.887188058152,0.9706422121701935
2020-04-27,0,118,53.163843184894496,143,7602.429575439913,0.8813220679086932
2020-04-28,1,119,53.22326504069922,159,8462.499141471175,0.909140672459973
2020-04-29,2,120,53.07859120185621,149,7908.710089076576,1.0308974877575245
2020-04-30,3,121,53.04157652687271,186,9865.733233998324,1.1526525600949413
2020-05-01,4,122,52.92968491028639,193,10215.429187685273,1.1804659362822918
2020-05-02,5,123,53.129675892736536,196,10413.41647497636,1.0911370798023428
2020-05-03,6,124,52.98886315824022,168,8902.129010584356,0.9496760635679025
2020-05-04,0,125,52.97603175843674,145,7681.524604973327,0.8603503745745634
2020-05-05,1,126,52.79449988631988,152,8024.763982720622,0.8881700847965399
2020-05-06,2,127,52.9626530484914,187,9904.01612006789,1.0099346558396929
2020-05-07,3,128,53.00483744933321,161,8533.778829342647,1.131704131699417
2020-05-08,4,129,53.01923660435031,199,10550.828084265711,1.1595385549177042
2020-05-09,5,130,53.1742222341465,176,9358.663113209783,1.0702373827406375
2020-05-10,6,131,53.18971986651548,168,8935.8729375746,0.9288106798775627
2020-05-11,0,132,53.21280207926,132,7024.08987446232,0.8395259231562862
2020-05-12,1,133,53.226649564544005,157,8356.583981633408,0.8673931724219041
2020-05-13,2,134,53.28590104269051,178,9484.890385598912,0.9892118751934312
2020-05-14,3,135,53.23413364922152,191,10167.71952700131,1.1110420594258619
2020-05-15,4,136,53.21160691666432,162,8620.28032049962,1.1389437496719916
2020-05-16,5,137,53.296792510163534,166,8847.267556687148,1.0497163832452245
2020-05-17,6,138,53.32595105611395,164,8745.455973202688,0.9083700029846794
2020-05-18,0,139,53.313941282269056,142,7570.579662082206,0.8191720619168354
2020-05-19,1,140,53.166712807884345,161,8559.84076206938,0.8471325941614358
2020-05-20,2,141,53.32419380165952,158,8425.222620662204,0.9690510195957384
2020-05-21,3,142,53.25465911938152,178,9479.32932324991,1.0909873366247607
2020-05-22,4,143,53.35844141761473,195,10404.896076434872,1.1190015383518588
