date,day_of_week,day_of_year,price,demand,revenue,seasonal
2020-01-01,2,1,54.10021934801132,41,2218.108993268464,1.085784742332689
2020-01-02,3,2,54.11700638379409,40,2164.6802553517637,1.211917335495515
2020-01-03,4,3,54.15497051878017,39,2112.0438502324264,1.245413745234537
2020-01-04,5,4,54.3037849654611,36,1954.9362587565995,1.1634002685532618
2020-01-05,6,5,54.27991063623426,42,2279.756246721839,1.029963892949632
2020-01-06,0,6,54.236062825393816,36,1952.4982617141773,0.947892758843743
2020-01-07,1,7,54.293803132697825,30,1628.8140939809348,0.9812738708186773
2020-01-08,2,8,54.1015228626304,45,2434.5685288183677,1.1072335600431569
2020-01-09,3,9,54.07591162311016,55,2974.175139271059,1.233161114199086
2020-01-10,4,10,54.06140058478015,57,3081.499833332469,1.2664458304906827
2020-01-11,5,11,53.96188054662082,51,2752.055907877662,1.1842140686507916
2020-01-12,6,12,54.07618224520109,46,2487.5043832792503,1.050552880859958
2020-01-13,0,13,53.96132028265374,41,2212.4141315888032,0.9682504741549807
2020-01-14,1,14,53.94662808472305,52,2805.2246604055986,1.0013939216500045
2020-01-15,2,15,53.97832770456026,67,3616.547956205537,1.1271096249388661
2020-01-16,3,16,54.1246788644868,52,2814.4833009533136,1.252786944001768
2020-01-17,4,17,54.12353737813186,52,2814.423943662857,1.2858152501929876
2020-01-18,5,18,54.22476535574832,50,2711.2382677874157,1.2033209792252146
2020-01-19,6,19,54.30052200042564,47,2552.124534020005,1.0693912610661154
2020-01-20,0,20,54.31387168877898,45,2444.124225995054,0.986814382323832
2020-01-21,1,21,54.19606063768939,35,1896.8621223191287,1.019677497444497
2020-01-22,2,22,54.04093682020102,34,1837.3918518868347,1.1451070910904806
2020-01-23,3,23,54.05245344146757,47,2540.4653117489756,1.2704926080224461
2020-01-24,4,24,53.99377064908339,53,2861.6698444014196,1.3032235060619413
2020-01-25,5,25,54.09317200992423,42,2271.9132244168177,1.2204263090501082
2020-01-26,6,26,54.17382282127905,42,2275.30055849372,1.0861882367181388
2020-01-27,0,27,54.15386050128174,42,2274.462141053833,1.003297667046171
2020-01-28,1,28,54.02867491348282,48,2593.3763958471754,1.0358418474337305
2020-01-29,2,29,54.08390167019011,52,2812.362886849886,1.160947357050431
2020-01-30,3,30,53.97382895947855,58,3130.482079649756,1.2860037366900294
2020-01-31,4,31,53.89181488668654,65,3502.967967634625,1.3184005417045548
2020-02-01,5,32,53.785908895354446,46,2474.1518091863045,1.2352643949341242
2020-02-02,6,33,53.770932529898246,41,2204.608233725828,1.1006826165480579
