date,day_of_week,day_of_year,price,demand,revenue,seasonal
2020-01-01,2,1,286.12125585267415,152,43490.43088960647,1.1341271598903377
2020-01-02,3,2,286.76652828772467,169,48463.54328062547,1.241599178179634
2020-01-03,4,3,286.90588202224484,195,55946.646994337745,1.2728126646169775
2020-01-04,5,4,286.55032851039476,188,53871.46175995422,1.2089417241836184
2020-01-05,6,5,286.71871302494037,156,44728.1192318907,1.1027282251681036
2020-01-06,0,6,286.9059273158937,167,47913.289861754245,1.0387646946302134
2020-01-07,1,7,286.61168134291876,146,41845.30547606614,1.0697930282949404
2020-01-08,2,8,287.06093894481484,172,49374.481498508154,1.1769873860082984
2020-01-09,3,9,286.25950855183333,203,58110.68023602217,1.2841290629673316
2020-01-10,4,10,286.11941146694903,200,57223.882293389805,1.3149993699795293
2020-01-11,5,11,286.43804568201455,186,53277.4764968547,1.2507725137176118
2020-01-12,6,12,286.2731940950731,163,46662.530637496915,1.1441904679356685
2020-01-13,0,13,286.15467646537127,164,46929.36694032089,1.0798458689018382
2020-01-14,1,14,286.07569360742923,176,50349.32207490754,1.1104807252599354
2020-01-15,2,15,285.5967027043111,156,44553.08562187253,1.2172693134517902
2020-01-16,3,16,286.2696168169364,187,53532.4183447671,1.3239930489127134
2020-01-17,4,17,285.6860480521494,208,59422.69799484707,1.3544333662952808
2020-01-18,5,18,285.86842622028865,188,53743.26412941427,1.2897645996874192
2020-01-19,6,19,286.10554121093674,195,55790.580536132664,1.1827288537907907
2020-01-20,0,20,285.5617635822633,157,44833.196882415345,1.1179188993146707
2020-01-21,1,21,285.6036690643552,201,57406.33748193539,1.148076882797733
2020-01-22,2,22,285.0822414805836,181,51599.88570798563,1.2543772219895333
2020-01-23,3,23,285.87962743330723,217,62035.87915302767,1.3606014770040986
2020-01-24,4,24,285.2268439752682,214,61038.544610707395,1.3905312305008402
2020-01-25,5,25,284.85201116691246,196,55830.994188714845,1.3253409678587833
2020-01-26,6,26,284.15024983169775,185,52567.79621886408,1.2177729483101192
2020-01-27,0,27,283.3719774839815,179,50723.58396963269,1.1524201002882941
